cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss
598,simulation5,2.964659,0.552508,5.5811496,1.4481281,2.1291208,2.07099,0.72885114,0.01661918
599,simulation5,2.985901,0.5855867,5.599484,1.485354,2.131667,2.0721598,0.7256228,0.01661918
600,simulation5,2.9586904,0.6247868,5.4544897,1.5207251,2.060527,2.0901184,0.7166593,0.01661918
601,simulation5,3.0222576,0.6515914,5.616555,1.5587647,2.1280458,2.0764213,0.7186135,0.01661918
602,simulation5,2.990568,0.5833058,5.6178823,1.4838043,2.1402528,2.0701332,0.7264519,0.01661918
603,simulation5,3.028042,0.68062955,5.5914173,1.5894378,2.1119304,2.0815241,0.7145464,0.01661918
604,simulation5,2.8834753,0.56412315,5.3076544,1.4459187,2.005647,2.0993881,0.71897197,0.01661918
605,simulation5,3.0569541,0.578088,5.8274703,1.4902225,2.2331522,2.0496445,0.73287207,0.01661918
606,simulation5,2.9054558,0.56000143,5.3824134,1.4456038,2.039491,2.091491,0.7217948,0.01661918
607,simulation5,3.067121,0.60375416,5.823738,1.5178742,2.2273896,2.0522137,0.72992086,0.01661918
608,simulation5,3.0258596,0.61895084,5.677449,1.5259852,2.1607323,2.0674672,0.7242024,0.01661918
609,simulation5,2.9597573,0.58997196,5.509535,1.4854293,2.0908854,2.081487,0.7223365,0.01661918
610,simulation5,3.00928,0.5855033,5.674187,1.489169,2.164915,2.064795,0.7279098,0.01661918
611,simulation5,2.9680018,0.6619009,5.4290633,1.5601913,2.0429735,2.0960064,0.7116613,0.01661918
612,simulation5,3.0491767,0.70630676,5.6203794,1.6192261,2.120464,2.0809672,0.71252614,0.01661918
613,simulation5,3.01705,0.63506335,5.624768,1.5410079,2.134512,2.0741196,0.72074723,0.01661918
614,simulation5,2.9509091,0.56061256,5.5252,1.4540486,2.1028404,2.0772772,0.72618425,0.01661918
615,simulation5,3.0539973,0.59527826,5.7954593,1.5070161,2.216373,2.0541499,0.7301012,0.01661918
616,simulation5,3.0196466,0.62313336,5.6511173,1.5292431,2.1482816,2.0704415,0.7229171,0.01661918
617,simulation5,2.9553459,0.5776543,5.5138783,1.4721401,2.0949082,2.0799427,0.7238799,0.01661918
618,simulation5,3.0317218,0.5845374,5.7427235,1.4922371,2.1950257,2.058209,0.7298716,0.01661918
619,simulation5,2.8999867,0.58639115,5.326695,1.471451,2.0103273,2.0994794,0.7170338,0.01661918
620,simulation5,2.9778864,0.49935073,5.694447,1.3969902,2.1875958,2.0554185,0.7380532,0.01661918
621,simulation5,2.9328122,0.6569639,5.326236,1.549061,1.9982413,2.105892,0.7090172,0.01661918
622,simulation5,3.0665147,0.6647736,5.7390513,1.5794458,2.1803982,2.065535,0.720854,0.01661918
623,simulation5,2.9209793,0.59578604,5.3785954,1.4846815,2.031749,2.0951056,0.7175921,0.01661918
624,simulation5,2.9911492,0.6730163,5.4856014,1.5754868,2.0661886,2.0913577,0.71215355,0.01661918
625,simulation5,3.095378,0.48370388,6.0735936,1.4019063,2.3564606,2.0184116,0.750077,0.01661918
626,simulation5,2.9723272,0.6196385,5.5052614,1.5177941,2.0839548,2.0845885,0.71881974,0.01661918
627,simulation5,3.1166012,0.6950806,5.850452,1.618828,2.2243917,2.0575757,0.72055185,0.01661918
628,simulation5,2.9897792,0.5880925,5.6081367,1.4885528,2.1350951,2.0715292,0.7256027,0.01661918
629,simulation5,3.015609,0.5434794,5.7490277,1.4480672,2.2043788,2.0540628,0.7346086,0.01661918
630,simulation5,3.1040628,0.57293934,5.9779162,1.493213,2.29995,2.0350695,0.7374861,0.01661918
631,simulation5,3.006006,0.70916545,5.4790025,1.6149886,2.0571566,2.0952692,0.70786965,0.01661918
632,simulation5,2.9607437,0.54501885,5.5798454,1.4398562,2.1298118,2.070443,0.7296714,0.01661918
633,simulation5,3.065551,0.6793756,5.7137027,1.5942606,2.166606,2.0693405,0.71842194,0.01661918
634,simulation5,2.9579434,0.66947734,5.3863945,1.5661995,2.022779,2.1009667,0.7094798,0.01661918
635,simulation5,3.1040397,0.6945096,5.8132358,1.6160622,2.2081952,2.061034,0.71962345,0.01661918
636,simulation5,3.0148065,0.646692,5.600084,1.5525252,2.121545,2.07761,0.7186652,0.01661918
637,simulation5,2.9866028,0.5929444,5.590661,1.4929706,2.1264846,2.0736973,0.7245078,0.01661918
638,simulation5,3.1265972,0.68576497,5.892065,1.6112082,2.243949,2.052907,0.7226431,0.01661918
639,simulation5,2.9396834,0.6810591,5.3126125,1.5748501,1.988165,2.1094365,0.7058749,0.01661918
640,simulation5,3.0265014,0.6198813,5.6781063,1.5270406,2.1608667,2.067486,0.724116,0.01661918
641,simulation5,3.0439243,0.5347329,5.8463564,1.4443089,2.248412,2.0441167,0.73821545,0.01661918
642,simulation5,3.0250006,0.7495942,5.479137,1.6596361,2.0504029,2.09889,0.7033307,0.01661918
643,simulation5,2.966396,0.5650962,5.5678725,1.461224,2.1210735,2.073443,0.7269942,0.01661918
644,simulation5,3.1807888,0.6284362,6.12329,1.5631981,2.3529918,2.0268261,0.7347397,0.01661918
645,simulation5,3.0598755,0.59830666,5.8091497,1.5111066,2.2218785,2.0531192,0.73013335,0.01661918
646,simulation5,2.9562547,0.63639885,5.429677,1.5321498,2.0475504,2.093647,0.71456957,0.01661918
647,simulation5,2.9926133,0.6517137,5.5218782,1.553959,2.0859072,2.085825,0.7156871,0.01661918
648,simulation5,3.0832138,0.6007003,5.8766284,1.5176114,2.2510478,2.0469704,0.73167783,0.01661918
649,simulation5,3.1630783,0.68016285,6.002147,1.6123567,2.291994,2.0424242,0.72592413,0.01661918
650,simulation5,3.0234792,0.5815329,5.721972,1.4877362,2.1864338,2.0599155,0.7296442,0.01661918
651,simulation5,3.0522153,0.58746016,5.8005576,1.4988251,2.2198608,2.052993,0.7311063,0.01661918
652,simulation5,3.0463998,0.629181,5.727288,1.5398432,2.1811101,2.0635266,0.72451377,0.01661918
653,simulation5,3.053434,0.62135315,5.7589064,1.5331993,2.1961968,2.0598562,0.72623,0.01661918
654,simulation5,3.052732,0.47382593,5.9558516,1.384684,2.3063066,2.0285566,0.7480159,0.01661918
655,simulation5,3.0466635,0.6247811,5.73396,1.5354518,2.1847353,2.062514,0.7251795,0.01661918
656,simulation5,3.0569675,0.6314556,5.7560124,1.5440197,2.193306,2.0610023,0.72503597,0.01661918
657,simulation5,3.005338,0.63343424,5.5897326,1.5374075,2.1191888,2.0774407,0.71985626,0.01661918
658,simulation5,3.0211787,0.6149807,5.66839,1.5211649,2.1573694,2.0680025,0.72437865,0.01661918
659,simulation5,3.0194476,0.7225911,5.5015635,1.6310053,2.0649047,2.0942268,0.70705223,0.01661918
660,simulation5,2.9374506,0.6061481,5.415083,1.4980844,2.0461857,2.0923805,0.7175526,0.01661918
661,simulation5,2.98132,0.6173329,5.537261,1.5169586,2.0985742,2.0811963,0.7200727,0.01661918
662,simulation5,3.0919046,0.59726256,5.9077106,1.5156531,2.2652252,2.0437534,0.7328923,0.01661918
663,simulation5,3.0335233,0.62453187,5.693692,1.5329361,2.1670246,2.0663702,0.7240616,0.01661918
664,simulation5,3.011776,0.56935644,5.7030587,1.4733834,2.1801188,2.0606573,0.7304835,0.01661918
665,simulation5,3.1355546,0.60821956,6.022769,1.5344229,2.313494,2.0340512,0.73464686,0.01661918
666,simulation5,3.0501473,0.58879715,5.792524,1.4998057,2.2161295,2.0538673,0.7307418,0.01661918
667,simulation5,3.0691032,0.76745605,5.592255,1.685294,2.0976105,2.0892458,0.70478344,0.01661918
668,simulation5,3.006438,0.5841089,5.667542,1.4872515,2.1622357,2.0653064,0.7278838,0.01661918
669,simulation5,3.0338817,0.64961034,5.6568317,1.5586435,2.1463223,2.0722632,0.72007287,0.01661918
670,simulation5,2.9614487,0.5450931,5.581988,1.4400501,2.1307533,2.0702374,0.72972953,0.01661918
671,simulation5,3.045803,0.6031882,5.760191,1.5135316,2.199672,2.0581663,0.728275,0.01661918
672,simulation5,3.1349742,0.700273,5.8958254,1.627495,2.243003,2.0538774,0.72108644,0.01661918
673,simulation5,3.0040767,0.7064945,5.4768653,1.6119276,2.0566587,2.095242,0.7081048,0.01661918
674,simulation5,3.0478945,0.58804643,5.786732,1.4986502,2.2137153,2.0543494,0.7306691,0.01661918
675,simulation5,2.9448242,0.64506525,5.3810782,1.5390178,2.024536,2.099301,0.7120746,0.01661918
676,simulation5,3.0773964,0.6135544,5.8416586,1.5295622,2.233661,2.051371,0.7293151,0.01661918
677,simulation5,3.0088863,0.69212717,5.513358,1.5980247,2.0752854,2.0903118,0.7108489,0.01661918
678,simulation5,3.1809797,0.5627271,6.214966,1.4967631,2.4039745,2.0126464,0.74451375,0.01661918
679,simulation5,3.052017,0.6646644,5.692395,1.5770019,2.1596107,2.0701134,0.71944565,0.01661918
680,simulation5,3.0223231,0.6012507,5.692328,1.5073731,2.170318,2.0644314,0.7266575,0.01661918
681,simulation5,2.9928558,0.61321175,5.5802073,1.5146846,2.118384,2.0765615,0.72186875,0.01661918
682,simulation5,3.0857208,0.7520392,5.668524,1.6721315,2.1341398,2.0803225,0.7088314,0.01661918
683,simulation5,3.0582364,0.54347754,5.8780346,1.4556136,2.2608883,2.0418925,0.7380913,0.01661918
684,simulation5,3.024857,0.65513086,5.6195517,1.562813,2.1287787,2.0764434,0.7183028,0.01661918
685,simulation5,3.0528498,0.7157097,5.617989,1.6294737,2.117807,2.0820491,0.71139103,0.01661918
686,simulation5,3.0016384,0.5685863,5.673739,1.4707755,2.1674297,2.063376,0.72977364,0.01661918
687,simulation5,3.1645007,0.6599804,6.033736,1.592163,2.3090627,2.0377464,0.7289828,0.01661918
688,simulation5,3.0316424,0.5732691,5.7575173,1.4808836,2.203306,2.0558348,0.7315225,0.01661918
689,simulation5,2.9955978,0.7666109,5.3621426,1.6721034,1.9957259,2.1121407,0.69782495,0.01661918
690,simulation5,3.1109555,0.5875239,5.979134,1.5091034,2.2981277,2.0362163,0.73589164,0.01661918
691,simulation5,3.0009665,0.6729816,5.5167227,1.5771044,2.080017,2.0882537,0.7131174,0.01661918
692,simulation5,3.0534563,0.603136,5.783309,1.5148385,2.2097936,2.0559764,0.7289031,0.01661918
693,simulation5,3.0795436,0.65295935,5.7951875,1.5697278,2.206984,2.0591547,0.72371364,0.01661918
694,simulation5,2.998416,0.6344032,5.566184,1.5372461,2.108544,2.0798628,0.7190209,0.01661918
695,simulation5,3.05463,0.6150788,5.7708797,1.5270852,2.2024393,2.0581822,0.72724617,0.01661918
696,simulation5,3.1672137,0.61386126,6.1047816,1.5459646,2.3476346,2.0271704,0.73597056,0.01661918
697,simulation5,3.1290097,0.54789776,6.087082,1.4723221,2.3517213,2.0227835,0.7431532,0.01661918
698,simulation5,3.0568392,0.6572647,5.719203,1.5701998,2.1728241,2.0668092,0.7211054,0.01661918
699,simulation5,3.0163834,0.673148,5.565454,1.5798485,2.10165,2.0834253,0.71459764,0.01661918
700,simulation5,3.0958722,0.67580736,5.8137465,1.5956995,2.2114277,2.0593734,0.721693,0.01661918
701,simulation5,3.1216004,0.62463707,5.9610066,1.5484118,2.2841675,2.041123,0.7312745,0.01661918
702,simulation5,2.9928946,0.64273244,5.536158,1.5448306,2.0937767,2.0835958,0.7171477,0.01661918
703,simulation5,3.064726,0.61849254,5.796737,1.5323153,2.2132037,2.0560336,0.7275632,0.01661918
704,simulation5,3.1050134,0.6525044,5.87289,1.573717,2.2410772,2.0517926,0.7258406,0.01661918
705,simulation5,3.0459542,0.60460705,5.758753,1.5149878,2.1988153,2.058425,0.728079,0.01661918
706,simulation5,3.1217947,0.51987636,6.105214,1.4427577,2.3644686,2.0186079,0.7468406,0.01661918
707,simulation5,3.021002,0.6290985,5.646455,1.5355608,2.145188,2.0714395,0.72209316,0.01661918
708,simulation5,3.036341,0.63441056,5.6877775,1.5434949,2.1627035,2.067843,0.7227526,0.01661918
709,simulation5,3.0254922,0.67914814,5.5855026,1.5874995,2.1095502,2.081977,0.7145328,0.01661918
710,simulation5,2.9568717,0.7063402,5.329318,1.6036801,1.9913124,2.1100276,0.7035535,0.01661918
711,simulation5,3.0780883,0.69939315,5.7237363,1.6168076,2.1676733,2.070155,0.71645427,0.01661918
712,simulation5,3.014286,0.66969186,5.5639443,1.5759633,2.1015642,2.0832636,0.714943,0.01661918
713,simulation5,3.1283374,0.52800304,6.112632,1.4521469,2.3662093,2.0186784,0.7460763,0.01661918
714,simulation5,3.000425,0.6920625,5.486694,1.5965363,2.0634565,2.092963,0.71003515,0.01661918
715,simulation5,3.0385344,0.7025891,5.5919724,1.6136678,2.1084564,2.0834448,0.7120785,0.01661918
716,simulation5,3.119109,0.58481765,6.007832,1.5077617,2.3111634,2.0332985,0.7369615,0.01661918
717,simulation5,3.1364982,0.7450125,5.8395815,1.6731852,2.2111368,2.0630345,0.7146811,0.01661918
718,simulation5,3.078219,0.5360857,5.949032,1.4516484,2.2932296,2.0345874,0.74083227,0.01661918
719,simulation5,3.17936,0.5554054,6.2205215,1.4890746,2.4076617,2.0114849,0.74549544,0.01661918
720,simulation5,3.0724406,0.67048776,5.7495174,1.5862502,2.1840935,2.0650218,0.7205215,0.01661918
721,simulation5,2.992069,0.58726,5.6167336,1.4880842,2.1390674,2.0706036,0.72596323,0.01661918
722,simulation5,3.0180776,0.6367352,5.6255426,1.542886,2.1345727,2.074194,0.7205805,0.01661918
723,simulation5,3.0933137,0.69722706,5.776314,1.6170048,2.191493,2.0648,0.7182936,0.01661918
724,simulation5,3.0848916,0.5723312,5.9201403,1.4893012,2.2746968,2.0404317,0.73600286,0.01661918
725,simulation5,3.1549003,0.5664684,6.135177,1.4958109,2.3690603,2.0201423,0.7421643,0.01661918
726,simulation5,3.194805,0.5624054,6.255117,1.498921,2.4212794,2.009025,0.745513,0.01661918
727,simulation5,3.0607574,0.7235892,5.6314287,1.6388519,2.1224518,2.0814285,0.71091104,0.01661918
728,simulation5,3.1004994,0.67349166,5.8308554,1.5941645,2.2192888,2.0575607,0.72240484,0.01661918
729,simulation5,3.0422344,0.62851626,5.715674,1.538428,2.1761398,2.0645704,0.72427416,0.01661918
730,simulation5,3.138159,0.6778039,5.9353056,1.6053159,2.263832,2.0482621,0.7245875,0.01661918
731,simulation5,3.0563061,0.5813177,5.821167,1.493361,2.229872,2.050518,0.73234344,0.01661918
732,simulation5,3.117965,0.7032646,5.84353,1.6273586,2.2200444,2.0589328,0.7194688,0.01661918
733,simulation5,3.0359898,0.7198458,5.558066,1.6309443,2.0904624,2.0883596,0.7090936,0.01661918
734,simulation5,2.9932437,0.67299604,5.492253,1.5758197,2.0691454,2.0906928,0.7123611,0.01661918
735,simulation5,3.1283271,0.59943295,6.014365,1.5242023,2.3114462,2.0340142,0.7354536,0.01661918
736,simulation5,3.0554976,0.6211031,5.765446,1.5333139,2.1990967,2.0592158,0.7264336,0.01661918
737,simulation5,3.0683012,0.6483958,5.767424,1.563133,2.1955717,2.0613847,0.72347265,0.01661918
738,simulation5,3.2212598,0.5464962,6.3537655,1.4875342,2.4665256,1.9987805,0.7497197,0.01661918
739,simulation5,3.0302296,0.6597378,5.629823,1.5684096,2.1325698,2.0758429,0.7180937,0.01661918
740,simulation5,3.103789,0.67107815,5.8440714,1.5922952,2.2254636,2.0561068,0.72302324,0.01661918
741,simulation5,3.119519,0.6402357,5.933589,1.5638158,2.2696471,2.0450344,0.7288167,0.01661918
742,simulation5,3.0407765,0.74133915,5.5412316,1.6537936,2.079353,2.0919638,0.7061594,0.01661918
743,simulation5,3.1540294,0.6390384,6.032807,1.5690176,2.3123558,2.0359354,0.7313549,0.01661918
744,simulation5,3.001466,0.6725047,5.5190153,1.5767004,2.0811164,2.0879824,0.713242,0.01661918
745,simulation5,3.07007,0.59434503,5.84532,1.5089065,2.2383542,2.0493674,0.73154455,0.01661918
746,simulation5,3.125253,0.5803245,6.031841,1.5043379,2.3223054,2.0307043,0.7380744,0.01661918
747,simulation5,3.0455275,0.7572582,5.532613,1.67093,2.0728402,2.0942507,0.70410883,0.01661918
748,simulation5,3.1485114,0.6941375,5.942123,1.6238143,2.263868,2.0491211,0.72289413,0.01661918
749,simulation5,3.1250815,0.56882155,6.047137,1.4926989,2.330893,2.0282812,0.7397701,0.01661918
750,simulation5,3.0145152,0.6886218,5.536418,1.5953773,2.0861228,2.087702,0.7119542,0.01661918
751,simulation5,3.206669,0.68277484,6.121929,1.6230121,2.3428123,2.0318646,0.728489,0.01661918
752,simulation5,3.0895407,0.6654595,5.808553,1.5841216,2.2108204,2.0589712,0.7226936,0.01661918
753,simulation5,3.0575924,0.57489663,5.833695,1.4871212,2.2363925,2.048782,0.7333945,0.01661918
754,simulation5,3.1374893,0.6362991,5.989861,1.5631739,2.2944577,2.0395672,0.7306355,0.01661918
755,simulation5,3.1313422,0.57797384,6.052317,1.5030943,2.3314943,2.0286436,0.73883957,0.01661918
756,simulation5,3.1059961,0.6312424,5.9045944,1.5523969,2.2583864,2.0469797,0.7290375,0.01661918
757,simulation5,3.0860696,0.6376551,5.8355017,1.5554092,2.2270923,2.0540311,0.72648275,0.01661918
758,simulation5,3.157069,0.6625975,6.0091763,1.5934387,2.2980917,2.0402007,0.72809494,0.01661918
759,simulation5,3.063293,0.6190863,5.7916203,1.5326611,2.2108693,2.0565681,0.72736,0.01661918
760,simulation5,3.1828997,0.7574622,5.9523883,1.6945629,2.257111,2.0539117,0.71597147,0.01661918
761,simulation5,3.0312352,0.5558439,5.7795897,1.4632851,2.2157662,2.052241,0.7340576,0.01661918
762,simulation5,3.19879,0.76422477,5.9878116,1.7043933,2.2710607,2.051315,0.71605355,0.01661918
763,simulation5,3.124329,0.63732344,5.9514284,1.5617489,2.2778382,2.0431392,0.72959214,0.01661918
764,simulation5,3.0382767,0.6791924,5.6262965,1.5896482,2.1276963,2.0779428,0.71577674,0.01661918
765,simulation5,3.2035136,0.6689766,6.131991,1.6084318,2.349559,2.0297127,0.7303043,0.01661918
766,simulation5,3.1022396,0.6388469,5.8828993,1.5594306,2.2476568,2.0496736,0.727617,0.01661918
767,simulation5,3.1371484,0.67272043,5.9393635,1.599977,2.2664587,2.0474346,0.7252637,0.01661918
768,simulation5,3.1602952,0.51809233,6.217825,1.447982,2.413139,2.008339,0.7497655,0.01661918
769,simulation5,3.095878,0.6835028,5.8034077,1.603489,2.2056656,2.061013,0.7205707,0.01661918
770,simulation5,3.0783381,0.70926607,5.709538,1.6269844,2.1596658,2.0724392,0.71490467,0.01661918
771,simulation5,3.1793525,0.7593638,5.93985,1.6958373,2.25142,2.05522,0.7154575,0.01661918
772,simulation5,3.0846477,0.6837685,5.7687893,1.6018155,2.1904292,2.0643265,0.7195952,0.01661918
773,simulation5,3.1135252,0.6385045,5.9176755,1.561035,2.2629502,2.0463781,0.7285829,0.01661918
774,simulation5,3.0833333,0.59543097,5.8841105,1.5123179,2.2551754,2.045812,0.7324638,0.01661918
775,simulation5,3.1384268,0.75573903,5.829058,1.684559,2.2045748,2.0650349,0.7131473,0.01661918
776,simulation5,3.087564,0.61807126,5.8663917,1.5358967,2.243767,2.0494328,0.7294765,0.01661918
777,simulation5,3.1528308,0.7229784,5.914993,1.6538932,2.2471974,2.0541892,0.7189725,0.01661918
778,simulation5,3.1055963,0.68439436,5.8315682,1.6060902,2.2178454,2.0584335,0.7212237,0.01661918
779,simulation5,3.1240466,0.7360631,5.815921,1.661814,2.2024677,2.0644379,0.71506774,0.01661918
780,simulation5,3.1344686,0.6702309,5.935223,1.5969527,2.2651265,2.047585,0.72544736,0.01661918
781,simulation5,3.1209195,0.6560119,5.916472,1.5800136,2.259606,2.0480015,0.72661424,0.01661918
782,simulation5,3.062099,0.55157715,5.878831,1.464438,2.2599306,2.0425181,0.73720765,0.01661918
783,simulation5,3.1177511,0.7144727,5.8277693,1.6386839,2.2113445,2.0613837,0.7178202,0.01661918
784,simulation5,3.179798,0.60873985,6.147692,1.543078,2.3669405,2.02285,0.7375882,0.01661918
785,simulation5,2.93175,0.6590783,5.319861,1.5510314,1.9950644,2.1067252,0.7085795,0.01661918
786,simulation5,3.0361812,0.6217678,5.706476,1.5305418,2.1731982,2.0648627,0.72476894,0.01661918
787,simulation5,3.130413,0.68352145,5.905797,1.6096547,2.2502115,2.0514572,0.72322744,0.01661918
788,simulation5,3.1086872,0.6905389,5.832629,1.6128511,2.217321,2.0588632,0.7205767,0.01661918
789,simulation5,3.1853583,0.54592586,6.2509847,1.480578,2.4224353,2.007899,0.7473262,0.01661918
790,simulation5,3.101515,0.5505966,6.0006275,1.4702578,2.3135362,2.031013,0.74059373,0.01661918
791,simulation5,3.2461147,0.61917377,6.323377,1.5655198,2.440521,2.008079,0.74057686,0.01661918
792,simulation5,3.1521223,0.59727806,6.084742,1.5264263,2.3419771,2.0274715,0.73739666,0.01661918
793,simulation5,3.1359134,0.62186664,6.0051184,1.5482844,2.3035305,2.0368817,0.7326556,0.01661918
794,simulation5,3.0502455,0.703521,5.6279883,1.6165434,2.1243222,2.0799644,0.71307343,0.01661918
795,simulation5,3.109041,0.6372774,5.90569,1.5590215,2.2578952,2.0473974,0.7283983,0.01661918
796,simulation5,3.250491,0.73892426,6.1690693,1.6880392,2.353109,2.0327046,0.7232188,0.01661918
797,simulation5,3.1179552,0.679741,5.8753085,1.6035231,2.237748,2.0539143,0.7229009,0.01661918
798,simulation5,3.128872,0.71843433,5.854196,1.6447608,2.2220354,2.0593035,0.7180321,0.01661918
799,simulation5,3.049848,0.6511212,5.7059693,1.5627818,2.1679688,2.0675576,0.7214019,0.01661918
800,simulation5,3.067769,0.7340469,5.638128,1.6507326,2.1236608,2.0817065,0.70993567,0.01661918
801,simulation5,3.0239594,0.7515145,5.473023,1.6614323,2.0473683,2.0996728,0.70292777,0.01661918
802,simulation5,3.085542,0.65450054,5.811229,1.572339,2.2137563,2.0577734,0.7239732,0.01661918
803,simulation5,3.0815673,0.61213666,5.8562055,1.5288614,2.24026,2.049879,0.7298618,0.01661918
804,simulation5,3.1704357,0.601675,6.130775,1.5342256,2.3609354,2.0237293,0.7379961,0.01661918
805,simulation5,3.0722516,0.7456435,5.635019,1.6633778,2.1203134,2.0830555,0.7085348,0.01661918
806,simulation5,3.1826859,0.7257865,5.9950385,1.6623081,2.2809188,2.0471904,0.72057146,0.01661918
807,simulation5,3.0867755,0.60757333,5.878165,1.5251651,2.2506144,2.0474193,0.7309558,0.01661918
808,simulation5,3.2039905,0.67161477,6.129707,1.6111959,2.3481145,2.0301566,0.7299484,0.01661918
809,simulation5,3.162565,0.66769445,6.0177207,1.5996222,2.3008504,2.0398898,0.7277184,0.01661918
810,simulation5,3.2568858,0.6701388,6.2829995,1.6191779,2.4141319,2.0162947,0.73375994,0.01661918
811,simulation5,3.1254065,0.71855867,5.84437,1.6442292,2.2178204,2.060209,0.71778226,0.01661918
812,simulation5,3.1750224,0.56277037,6.1978297,1.4957317,2.3966079,2.0141854,0.7440974,0.01661918
813,simulation5,3.0955362,0.6040121,5.909626,1.5230917,2.2649772,2.0441563,0.73219335,0.01661918
814,simulation5,3.1640775,0.7408805,5.9221735,1.6741877,2.2471175,2.0551546,0.7171204,0.01661918
815,simulation5,3.2164853,0.58090705,6.291628,1.5215011,2.433679,2.0074422,0.7442426,0.01661918
816,simulation5,3.0680315,0.60900635,5.8194385,1.5233305,2.224663,2.0530727,0.7292232,0.01661918
817,simulation5,3.1100037,0.54974186,6.0278897,1.4708416,2.3256502,2.0283923,0.74142045,0.01661918
818,simulation5,3.049594,0.7963601,5.487545,1.7118069,2.0462632,2.1022494,0.698359,0.01661918
819,simulation5,3.187823,0.7210845,6.015968,1.6584775,2.2907012,2.044874,0.72160465,0.01661918
820,simulation5,3.1220708,0.6830682,5.8830585,1.6076206,2.240576,2.0534813,0.7227334,0.01661918
821,simulation5,3.1104743,0.5781671,5.990432,1.4995812,2.304599,2.0343506,0.7372381,0.01661918
822,simulation5,3.1803813,0.52808255,6.261618,1.4616722,2.4301813,2.0053284,0.74965554,0.01661918
823,simulation5,3.097644,0.59969795,5.9218974,1.5191022,2.2710528,2.0426316,0.73300225,0.01661918
824,simulation5,3.1056428,0.6635909,5.859813,1.5850405,2.2335641,2.0539792,0.7242684,0.01661918
825,simulation5,3.1852446,0.6058828,6.167196,1.5411749,2.375813,2.0208406,0.7383842,0.01661918
826,simulation5,3.2305663,0.61907804,6.278724,1.5626723,2.4213524,2.012054,0.7395263,0.01661918
827,simulation5,3.0553758,0.7475938,5.578266,1.6626265,2.0947495,2.0888488,0.7065876,0.01661918
828,simulation5,3.0780244,0.735584,5.6686764,1.6539717,2.1369967,2.078829,0.7106905,0.01661918
829,simulation5,3.134133,0.7171277,5.8706403,1.644432,2.2292843,2.0576894,0.718574,0.01661918
830,simulation5,3.1172414,0.5779778,6.0114555,1.5005425,2.313861,2.032369,0.73782206,0.01661918
831,simulation5,3.1356921,0.5236895,6.1395864,1.4491496,2.3785431,2.015864,0.74722826,0.01661918
832,simulation5,3.1510353,0.71985817,5.914203,1.6503884,2.2474086,2.0539792,0.7193069,0.01661918
833,simulation5,3.0436008,0.6340611,5.7117414,1.5443134,2.1734507,2.0654528,0.72352463,0.01661918
834,simulation5,3.1795635,0.6297929,6.1179314,1.5643485,2.3504548,2.0274305,0.7344559,0.01661918
835,simulation5,3.1496234,0.66694987,5.982262,1.5964639,2.2858129,2.0430276,0.72695214,0.01661918
836,simulation5,3.1277559,0.74871683,5.8076878,1.6754848,2.1965349,2.066409,0.7133656,0.01661918
837,simulation5,3.1528478,0.60568446,6.075233,1.5350575,2.3364155,2.0290897,0.73620087,0.01661918
838,simulation5,3.1700041,0.61970776,6.104655,1.5523916,2.3465466,2.0277114,0.73529565,0.01661918
839,simulation5,3.079119,0.5402163,5.94616,1.4559608,2.291301,2.035214,0.740292,0.01661918
840,simulation5,3.1671262,0.55522263,6.185713,1.4866799,2.3927455,2.0145864,0.74468076,0.01661918
841,simulation5,3.0224414,0.6778085,5.577781,1.5856235,2.1063428,2.0826218,0.71444774,0.01661918
842,simulation5,3.1573737,0.76511246,5.870606,1.6975626,2.2208486,2.0620253,0.71315837,0.01661918
843,simulation5,3.2118375,0.67371273,6.149143,1.6147484,2.3560743,2.0286007,0.73017174,0.01661918
844,simulation5,3.112708,0.5916971,5.9788084,1.5136144,2.2973106,2.0366073,0.7354177,0.01661918
845,simulation5,3.1100197,0.5330565,6.0508494,1.454035,2.3384447,2.0248063,0.74390775,0.01661918
846,simulation5,3.119908,0.55808896,6.0469265,1.4809338,2.3326628,2.0273378,0.7409951,0.01661918
847,simulation5,3.0436928,0.60864604,5.746568,1.5186548,2.1928394,2.059927,0.72730356,0.01661918
848,simulation5,3.1059933,0.6441923,5.88708,1.5654838,2.2486289,2.0497417,0.72713745,0.01661918
849,simulation5,3.155785,0.5567975,6.151095,1.4862088,2.3776057,2.0178354,0.7436661,0.01661918
850,simulation5,3.030219,0.6281467,5.677551,1.5360943,2.1592107,2.0682862,0.7231548,0.01661918
851,simulation5,3.2199752,0.639945,6.219215,1.5819457,2.3921008,2.019264,0.7357091,0.01661918
852,simulation5,3.2006755,0.5891051,6.234705,1.526977,2.4077673,2.013272,0.7419349,0.01661918
853,simulation5,3.0377293,0.6896586,5.6088037,1.6002818,2.1181355,2.080615,0.7140559,0.01661918
854,simulation5,3.0930219,0.6617699,5.824045,1.5809995,2.2181954,2.0571916,0.7235144,0.01661918
855,simulation5,3.1557758,0.6167805,6.068284,1.5468178,2.3314779,2.030721,0.7347591,0.01661918
856,simulation5,3.2565348,0.5004688,6.521698,1.4471407,2.5470724,1.9796911,0.7591024,0.01661918
857,simulation5,3.0518954,0.64327836,5.724521,1.555083,2.17758,2.0650268,0.72286254,0.01661918
