cellIndex,gene_name,unsplice,splice,unsplice_predict,splice_predict,alpha,beta,gamma,loss
27,simulation6,0.26845515,0.0,0.66270167,0.1267635,0.3363884,2.4547112,0.4805387,0.016220456
28,simulation6,0.37348095,0.016873159,0.7962143,0.19070373,0.38331068,2.436014,0.48448226,0.016220456
29,simulation6,0.3800534,0.13511571,0.76019543,0.30540216,0.35746434,2.4546762,0.4692537,0.016220456
30,simulation6,0.35322598,0.05488916,0.7547749,0.2173306,0.36409944,2.4465625,0.4782391,0.016220456
31,simulation6,0.4852119,0.0,0.95316553,0.22500597,0.44240654,2.4106855,0.49295446,0.016220456
32,simulation6,0.3447146,0.0,0.7642334,0.16173056,0.37348118,2.4389918,0.48501876,0.016220456
33,simulation6,0.29755774,0.043817095,0.6850441,0.18138206,0.33987436,2.456092,0.47646114,0.016220456
34,simulation6,0.42962354,0.058327764,0.85446244,0.2552629,0.3997518,2.432148,0.4820292,0.016220456
35,simulation6,0.38836387,0.0,0.82278895,0.18154806,0.39489257,2.430137,0.48758286,0.016220456
36,simulation6,0.37704265,0.0,0.8076737,0.17641759,0.38939285,2.4323683,0.48695385,0.016220456
37,simulation6,0.4838117,0.11678924,0.90257686,0.33504412,0.41034463,2.4317296,0.4771526,0.016220456
38,simulation6,0.35121986,0.060895324,0.7499284,0.22208011,0.361713,2.4479685,0.47733277,0.016220456
39,simulation6,0.5130235,0.05139813,0.96823317,0.28603303,0.4415713,2.414293,0.48748106,0.016220456
40,simulation6,0.4519888,0.09705029,0.86855114,0.30201218,0.40040317,2.4345288,0.47805616,0.016220456
41,simulation6,0.5406216,0.11878471,0.97617453,0.36229363,0.4362636,2.4208097,0.47988322,0.016220456
42,simulation6,0.5159967,0.021937488,0.9850629,0.25943017,0.45127574,2.4083781,0.49164262,0.016220456
43,simulation6,0.52633756,0.0,1.0089363,0.24322666,0.46271983,2.4022863,0.4951975,0.016220456
44,simulation6,0.530707,0.018174227,1.0067669,0.2623706,0.45966777,2.4046996,0.49294922,0.016220456
45,simulation6,0.5478306,0.0,1.03865,0.25269333,0.47368184,2.397869,0.49636546,0.016220456
46,simulation6,0.59471184,0.07428731,1.0696007,0.34380764,0.47582665,2.4018388,0.4887536,0.016220456
47,simulation6,0.65472424,0.06732347,1.1521845,0.3633061,0.50593525,2.388206,0.49288982,0.016220456
48,simulation6,0.60488945,0.08342395,1.0790983,0.3569605,0.47806543,2.4014213,0.48805973,0.016220456
49,simulation6,0.5307305,0.012631719,1.0092828,0.25712928,0.46127716,2.4036858,0.49370828,0.016220456
50,simulation6,0.59557337,0.0,1.104529,0.2735821,0.49786812,2.3879783,0.49896002,0.016220456
51,simulation6,0.57456446,0.03436046,1.0600705,0.2970229,0.4773224,2.39867,0.49310565,0.016220456
52,simulation6,0.5452431,0.038041674,1.0177833,0.28762397,0.46124887,2.4053462,0.49102312,0.016220456
53,simulation6,0.6253197,0.030406594,1.1300805,0.31540456,0.5029371,2.3874354,0.49638385,0.016220456
54,simulation6,0.5634662,0.05909905,1.0333395,0.3156458,0.4643548,2.4054577,0.48913926,0.016220456
55,simulation6,0.61083955,0.0,1.1247708,0.28022015,0.5050285,2.3847904,0.49979088,0.016220456
56,simulation6,0.63723296,0.070385806,1.1276349,0.3586404,0.49687308,2.3923843,0.49154755,0.016220456
57,simulation6,0.6496886,0.05632321,1.1505522,0.3506415,0.50679517,2.387205,0.4941263,0.016220456
58,simulation6,0.63368267,0.0,1.1553025,0.29011762,0.51588476,2.3800182,0.50102144,0.016220456
59,simulation6,0.7365633,0.0818775,1.2558447,0.41235793,0.5410699,2.3738477,0.49519914,0.016220456
60,simulation6,0.6739163,0.0963719,1.1643331,0.39932576,0.50644344,2.3896272,0.48994654,0.016220456
61,simulation6,0.66521186,0.04621159,1.1760356,0.34771198,0.5171865,2.382092,0.49633676,0.016220456
62,simulation6,0.6977372,0.0,1.2427627,0.31763268,0.54742056,2.3665257,0.5044732,0.016220456
63,simulation6,0.7084319,0.0,1.2575604,0.3221915,0.55279577,2.3642528,0.505042,0.016220456
64,simulation6,0.747577,0.0,1.3123258,0.33879077,0.5728216,2.3558824,0.5071178,0.016220456
65,simulation6,0.74921495,0.0910686,1.2687236,0.426541,0.5444861,2.372912,0.49460182,0.016220456
66,simulation6,0.7514415,0.0,1.3177913,0.34042203,0.57483363,2.3550515,0.50732315,0.016220456
67,simulation6,0.87194437,0.08967381,1.4424174,0.47670743,0.6083133,2.346235,0.5011728,0.016220456
68,simulation6,0.7900494,0.1362766,1.3024992,0.48722222,0.5505537,2.3728356,0.4905584,0.016220456
69,simulation6,0.8183176,0.044392783,1.3896192,0.41094354,0.5951293,2.3491585,0.5046233,0.016220456
70,simulation6,0.85598946,0.020558033,1.4571856,0.40371656,0.6236868,2.3361645,0.509951,0.016220456
71,simulation6,0.8823736,0.15267946,1.4234254,0.54172754,0.5923877,2.3562274,0.49308252,0.016220456
72,simulation6,0.80888,0.0006933164,1.3993729,0.3651621,0.60488456,2.3426921,0.5102402,0.016220456
73,simulation6,0.868386,0.095451556,1.4341282,0.48079342,0.6044126,2.3481479,0.50019073,0.016220456
74,simulation6,0.76699376,0.07870568,1.2993584,0.4222492,0.5572389,2.3668191,0.49721318,0.016220456
75,simulation6,0.7667372,0.15849757,1.2597905,0.498656,0.53222746,2.3818805,0.48636386,0.016220456
76,simulation6,0.9144081,0.25628942,1.4142079,0.655212,0.57458764,2.3692317,0.480759,0.016220456
77,simulation6,0.7845127,0.17480677,1.2760088,0.52189505,0.53584284,2.3812191,0.4850764,0.016220456
78,simulation6,0.88711685,0.09022621,1.4641768,0.48350608,0.6163507,2.3429997,0.5018901,0.016220456
79,simulation6,0.8868917,0.09236197,1.4626696,0.48546952,0.6154829,2.3434691,0.5015835,0.016220456
80,simulation6,0.92335606,0.057540424,1.5362746,0.46688992,0.6482316,2.3284583,0.5083327,0.016220456
81,simulation6,0.88263786,0.07454824,1.4663061,0.4665708,0.6193861,2.3409038,0.50382304,0.016220456
82,simulation6,0.82532156,0.0,1.4236826,0.37133026,0.6140744,2.3389184,0.5112137,0.016220456
83,simulation6,0.8296371,0.049933992,1.4029067,0.42097303,0.5992724,2.3477569,0.50444984,0.016220456
84,simulation6,0.89979947,0.055538796,1.5022615,0.45533505,0.6356381,2.3333287,0.5073663,0.016220456
85,simulation6,0.92909074,0.10825713,1.5158186,0.5181245,0.63315284,2.3372588,0.5015975,0.016220456
86,simulation6,0.9737798,0.12519611,1.5728744,0.5526902,0.6523134,2.3306568,0.50159776,0.016220456
87,simulation6,0.95883167,0.053041525,1.5926335,0.47695267,0.6704099,2.3195684,0.5108517,0.016220456
88,simulation6,0.9024452,0.015153874,1.5292722,0.41759038,0.65171504,2.324699,0.5131913,0.016220456
89,simulation6,0.9488017,0.1437354,1.524928,0.560452,0.6314849,2.3398943,0.49774477,0.016220456
90,simulation6,0.9760721,0.121509805,1.5784836,0.55005366,0.6549855,2.3294086,0.5022268,0.016220456
91,simulation6,0.9640443,0.12708378,1.5571474,0.5505634,0.6460643,2.333208,0.5008286,0.016220456
92,simulation6,1.0073688,0.22387812,1.566265,0.6619906,0.6355579,2.342724,0.48984945,0.016220456
93,simulation6,1.0170494,0.0,1.7154785,0.44911906,0.7258472,2.2956061,0.52140176,0.016220456
94,simulation6,1.0590342,0.100663744,1.7174981,0.56319076,0.71122855,2.3068075,0.50920576,0.016220456
95,simulation6,0.9849723,0.09607026,1.6070218,0.5290501,0.6696178,2.3223119,0.5062192,0.016220456
96,simulation6,1.0076602,0.16440313,1.6011294,0.6043734,0.6573741,2.3308876,0.49797043,0.016220456
97,simulation6,1.053379,0.16156512,1.6713614,0.6200463,0.68435574,2.3203604,0.50052184,0.016220456
98,simulation6,1.0103718,0.11391193,1.635182,0.55653864,0.6777858,2.3201897,0.50505966,0.016220456
99,simulation6,1.0318071,0.13551462,1.6544992,0.5861001,0.6818679,2.3198433,0.50308967,0.016220456
100,simulation6,1.0189502,0.0,1.7184474,0.449875,0.72699726,2.2951806,0.52149427,0.016220456
101,simulation6,1.014972,0.19795282,1.5925534,0.6398887,0.64923924,2.3359237,0.4937607,0.016220456
102,simulation6,1.0516857,0.21236047,1.6384445,0.66874933,0.6643153,2.3308668,0.49350902,0.016220456
103,simulation6,1.1639346,0.13195077,1.8627338,0.6348991,0.76286757,2.2897851,0.509838,0.016220456
104,simulation6,1.0381585,0.11858082,1.674404,0.57222897,0.69199616,2.315043,0.50572836,0.016220456
105,simulation6,1.1238513,0.025939615,1.868854,0.51620495,0.7818627,2.2768517,0.52290297,0.016220456
106,simulation6,1.0953754,0.23549774,1.690117,0.70883805,0.68038243,2.3260043,0.49238572,0.016220456
107,simulation6,1.0769393,0.102797985,1.7439338,0.572372,0.72109324,2.30327,0.5097611,0.016220456
108,simulation6,1.0955969,0.12078242,1.7616174,0.5972251,0.7251684,2.3027961,0.5081473,0.016220456
109,simulation6,1.1759803,0.22329435,1.8243833,0.7287395,0.7343602,2.3054347,0.49785876,0.016220456
110,simulation6,1.1286396,0.16702981,1.7837853,0.65528286,0.7266444,2.304893,0.50330323,0.016220456
111,simulation6,1.1750417,0.18059689,1.849778,0.6866587,0.75059575,2.2970717,0.50365466,0.016220456
112,simulation6,1.1934134,0.09228827,1.9378473,0.60761446,0.7988389,2.274809,0.5168361,0.016220456
113,simulation6,1.2277336,0.09342919,1.9954873,0.6218132,0.82201433,2.266957,0.51836836,0.016220456
114,simulation6,1.1727949,0.18659712,1.8423111,0.69164354,0.74676365,2.2987974,0.5027221,0.016220456
115,simulation6,1.2871836,0.1205307,2.0797572,0.6707229,0.8523586,2.258474,0.5174648,0.016220456
116,simulation6,1.156024,0.10979636,1.8647345,0.610229,0.7671048,2.286989,0.51255697,0.016220456
117,simulation6,1.1611862,0.10234408,1.8780588,0.6049755,0.7735142,2.2842782,0.5138557,0.016220456
118,simulation6,1.1762129,0.10696391,1.8993555,0.6153001,0.7811976,2.281831,0.5139237,0.016220456
119,simulation6,1.2404506,0.17586258,1.9613274,0.7072282,0.79587793,2.2809515,0.5074658,0.016220456
120,simulation6,1.3432989,0.19048303,2.1286457,0.760334,0.86182743,2.259717,0.5104164,0.016220456
121,simulation6,1.1788923,0.11446328,1.8988667,0.62364066,0.77988404,2.282745,0.51299965,0.016220456
122,simulation6,1.2683113,0.14392577,2.0306005,0.68653536,0.8287276,2.2678182,0.5132514,0.016220456
123,simulation6,1.3233502,0.21483271,2.076476,0.77684355,0.83675516,2.269515,0.5060819,0.016220456
124,simulation6,1.1641685,0.1834834,1.830278,0.68524396,0.7424588,2.3001492,0.50273573,0.016220456
125,simulation6,1.2051144,0.25623253,1.8507636,0.77232814,0.73999107,2.3053815,0.49477485,0.016220456
126,simulation6,1.2313898,0.2595577,1.891425,0.7857729,0.7555995,2.3000417,0.4955718,0.016220456
127,simulation6,1.2983971,0.07114803,2.1349554,0.62657034,0.88263845,2.2454228,0.52503854,0.016220456
128,simulation6,1.2995676,0.18738475,2.0544224,0.74093235,0.8318913,2.2694438,0.5087281,0.016220456
129,simulation6,1.2897274,0.23844612,2.0025492,0.78738123,0.8032017,2.2822678,0.50122434,0.016220456
130,simulation6,1.263471,0.31588158,1.9078277,0.8534961,0.7539086,2.304009,0.48948187,0.016220456
131,simulation6,1.3297504,0.15526581,2.1300087,0.7206725,0.8677563,2.255575,0.51466405,0.016220456
132,simulation6,1.336992,0.114868365,2.172247,0.68369234,0.8914021,2.2453434,0.5207252,0.016220456
133,simulation6,1.3173827,0.26230732,2.0333831,0.82133013,0.8121171,2.2807,0.49928308,0.016220456
134,simulation6,1.3430195,0.25091437,2.0853596,0.8197473,0.8349497,2.2723427,0.50206554,0.016220456
135,simulation6,1.2610489,0.062198065,2.0751376,0.6038943,0.8593088,2.252518,0.5244582,0.016220456
136,simulation6,1.3246624,0.06029592,2.1902435,0.6256562,0.90729046,2.2367651,0.5279039,0.016220456
137,simulation6,1.3163228,0.18722227,2.0836353,0.74706185,0.8438498,2.2654467,0.50956154,0.016220456
138,simulation6,1.2845325,0.19850752,2.020876,0.7461807,0.81657743,2.275282,0.5064643,0.016220456
139,simulation6,1.373727,0.214097,2.1655266,0.7948754,0.8734315,2.257402,0.50861526,0.016220456
140,simulation6,1.3906896,0.1943453,2.2103977,0.78164405,0.8950421,2.2491844,0.512181,0.016220456
141,simulation6,1.4387696,0.17626342,2.3120413,0.781294,0.94033647,2.2336996,0.5170554,0.016220456
142,simulation6,1.5204293,0.19951601,2.4485152,0.83342236,0.9946349,2.218482,0.5178237,0.016220456
143,simulation6,1.4466795,0.14908886,2.3478463,0.7573025,0.9596674,2.22595,0.5212926,0.016220456
144,simulation6,1.3593086,0.24972293,2.1145587,0.82465917,0.84706426,2.268253,0.5030092,0.016220456
145,simulation6,1.4662747,0.11916051,2.4085906,0.73474824,0.99013567,2.2146664,0.5265376,0.016220456
146,simulation6,1.4887419,0.2568067,2.3428545,0.8790367,0.94080055,2.2386742,0.5082729,0.016220456
147,simulation6,1.3865672,0.31296906,2.1174731,0.89730424,0.83872944,2.2749069,0.49567747,0.016220456
148,simulation6,1.4961157,0.32884902,2.3014395,0.9532851,0.91232604,2.2521322,0.49873284,0.016220456
149,simulation6,1.423361,0.21324149,2.2555325,0.8122466,0.9109223,2.245308,0.5111392,0.016220456
150,simulation6,1.4140103,0.16133492,2.2777028,0.7575961,0.92823756,2.236543,0.51794285,0.016220456
151,simulation6,1.4471755,0.18258426,2.3227708,0.79057246,0.9438643,2.2330022,0.5165806,0.016220456
152,simulation6,1.3967227,0.25358284,2.1777632,0.8423477,0.87246203,2.2601802,0.5042742,0.016220456
153,simulation6,1.4411954,0.18870802,2.3069491,0.7944683,0.9362555,2.2357688,0.51543003,0.016220456
154,simulation6,1.51665,0.2234468,2.4219878,0.8558481,0.9795571,2.2246027,0.51428366,0.016220456
155,simulation6,1.4201901,0.23911318,2.2304444,0.8366666,0.89649063,2.251535,0.5073993,0.016220456
156,simulation6,1.4647944,0.19713406,2.3443048,0.8113032,0.9506622,2.2318184,0.51540416,0.016220456
157,simulation6,1.4346204,0.21559666,2.2743235,0.8186711,0.91840637,2.243087,0.5113586,0.016220456
158,simulation6,1.5539517,0.3102111,2.4241536,0.9553818,0.9669709,2.2339804,0.50408316,0.016220456
159,simulation6,1.4576626,0.2007576,2.3282013,0.8123249,0.94331264,2.2343335,0.51454914,0.016220456
160,simulation6,1.4654877,0.23623715,2.315358,0.85028005,0.9323922,2.2399986,0.50998837,0.016220456
161,simulation6,1.5239763,0.31634054,2.3627489,0.9508367,0.9400227,2.2426748,0.50178796,0.016220456
162,simulation6,1.4799423,0.24110653,2.3385224,0.860305,0.94139475,2.2374957,0.5100183,0.016220456
163,simulation6,1.5250378,0.3014535,2.3763132,0.93639123,0.94804794,2.2392473,0.50388265,0.016220456
164,simulation6,1.52595,0.32877442,2.3568249,0.9639283,0.9356118,2.2448292,0.50018203,0.016220456
165,simulation6,1.4790893,0.14834598,2.409905,0.7681294,0.98613226,2.2177718,0.5230119,0.016220456
166,simulation6,1.6620877,0.17654005,2.7520611,0.85920376,1.130016,2.1773477,0.5282062,0.016220456
167,simulation6,1.565062,0.15603961,2.5721061,0.80580956,1.0547211,2.1977224,0.5262419,0.016220456
168,simulation6,1.6150681,0.22303818,2.6154711,0.8896952,1.0628798,2.1997166,0.51921815,0.016220456
169,simulation6,1.5887716,0.30870777,2.492213,0.966125,0.99622005,2.2250104,0.5059843,0.016220456
170,simulation6,1.5171053,0.21985893,2.425733,0.8524462,0.9817149,2.2237148,0.51480776,0.016220456
171,simulation6,1.568819,0.26277497,2.4909062,0.9133179,1.0028571,2.2200687,0.51137054,0.016220456
172,simulation6,1.5915366,0.18948425,2.5968013,0.8481811,1.0601168,2.1983292,0.5227973,0.016220456
173,simulation6,1.5059404,0.19199312,2.4266365,0.82084954,0.986462,2.2204812,0.5181618,0.016220456
174,simulation6,1.5502995,0.2890583,2.4340065,0.9330051,0.9744475,2.2303514,0.50682056,0.016220456
175,simulation6,1.6140639,0.31052372,2.539985,0.97674865,1.0164171,2.219082,0.5069674,0.016220456
176,simulation6,1.6465225,0.15346986,2.740279,0.8309646,1.1285621,2.1762235,0.5307369,0.016220456
177,simulation6,1.5275075,0.3557036,2.3390403,0.99132836,0.923999,2.2501438,0.49658722,0.016220456
178,simulation6,1.7434907,0.13597728,2.9626923,0.845418,1.2300522,2.1468754,0.5382275,0.016220456
179,simulation6,1.6659404,0.38559666,2.5795958,1.0699432,1.0216513,2.2223508,0.4991763,0.016220456
180,simulation6,1.6804903,0.35843882,2.6311882,1.0476522,1.0481807,2.2128084,0.503599,0.016220456
181,simulation6,1.6445887,0.33490703,2.579757,1.0117167,1.0296929,2.2167168,0.50509125,0.016220456
182,simulation6,1.60015,0.3324232,2.49498,0.99380565,0.9936974,2.2272856,0.50327367,0.016220456
183,simulation6,1.6329253,0.291292,2.5932403,0.9640235,1.0424012,2.2101557,0.5105547,0.016220456
184,simulation6,1.6632985,0.35219786,2.6022794,1.0354958,1.0366782,2.2157745,0.5036221,0.016220456
185,simulation6,1.6657803,0.330305,2.625694,1.0143775,1.050257,2.210381,0.5067588,0.016220456
186,simulation6,1.7744886,0.3167783,2.8624482,1.037141,1.1563069,2.1793575,0.51404315,0.016220456
187,simulation6,1.574133,0.2929554,2.476676,0.9452745,0.99203974,2.2252624,0.50744563,0.016220456
188,simulation6,1.5832909,0.27296388,2.510748,0.9285299,1.009766,2.2186513,0.5106648,0.016220456
189,simulation6,1.6903924,0.33869022,2.667889,1.0311841,1.0672178,2.205993,0.5068016,0.016220456
190,simulation6,1.7324924,0.13602124,2.9387429,0.8419003,1.2193458,2.1497934,0.5376562,0.016220456
191,simulation6,1.669376,0.17101891,2.7721815,0.8561254,1.1397636,2.1742244,0.52936924,0.016220456
192,simulation6,1.7055844,0.26500866,2.7634313,0.96231747,1.1207336,2.1858435,0.5178129,0.016220456
193,simulation6,1.6509727,0.1710545,2.7338817,0.8500006,1.1229122,2.1789982,0.5284314,0.016220456
194,simulation6,1.7075281,0.26890498,2.7639802,0.9668773,1.1203457,2.1862104,0.5173623,0.016220456
195,simulation6,1.7186502,0.22628123,2.825597,0.927806,1.154371,2.1738112,0.5239385,0.016220456
196,simulation6,1.678615,0.36053297,2.625678,1.0491151,1.045467,2.2137363,0.50322026,0.016220456
197,simulation6,1.7418205,0.25832012,2.8451922,0.96762544,1.1578189,2.174985,0.520557,0.016220456
198,simulation6,1.7519859,0.30008283,2.8285246,1.0129939,1.1436863,2.181704,0.51519376,0.016220456
199,simulation6,1.6651639,0.22093216,2.719125,0.9046013,1.1084172,2.186434,0.5220143,0.016220456
200,simulation6,1.7048265,0.26836565,2.758871,0.96543294,1.1181911,2.1867852,0.51730406,0.016220456
201,simulation6,1.7036351,0.26590666,2.7585979,0.96256685,1.118468,2.1865444,0.5175903,0.016220456
202,simulation6,1.8406062,0.21667634,3.0999708,0.95750725,1.2785244,2.139408,0.5315335,0.016220456
203,simulation6,1.7335795,0.40559348,2.7007008,1.1129923,1.0715197,2.2092154,0.49984258,0.016220456
204,simulation6,1.8008778,0.21985433,3.0079703,0.94813025,1.2364787,2.1508362,0.52901113,0.016220456
205,simulation6,1.7478822,0.21102306,2.901642,0.92210114,1.1905282,2.162762,0.5275968,0.016220456
206,simulation6,1.9018259,0.13295354,3.3240345,0.8919803,1.3941509,2.1034904,0.546896,0.016220456
207,simulation6,1.7134087,0.34351322,2.7103016,1.0438219,1.0848982,2.2012117,0.50725883,0.016220456
208,simulation6,1.7818642,0.34446204,2.8544438,1.0674107,1.1486335,2.183388,0.51061726,0.016220456
209,simulation6,1.715348,0.30168867,2.7509954,1.0024195,1.1093738,2.1914833,0.5131612,0.016220456
210,simulation6,1.75918,0.31860816,2.8277984,1.0339814,1.1405663,2.1838384,0.51300013,0.016220456
211,simulation6,1.728498,0.21316007,2.8583689,0.91789347,1.1709896,2.1683056,0.5263108,0.016220456
212,simulation6,1.8227669,0.34076712,2.9469676,1.0769186,1.1906313,2.1716368,0.5132332,0.016220456
213,simulation6,1.770491,0.3050817,2.8639321,1.024075,1.1587049,2.1778867,0.5154505,0.016220456
214,simulation6,1.8923359,0.27099505,3.1682997,1.0283576,1.3014678,2.1372764,0.5265693,0.016220456
215,simulation6,1.7943928,0.3396759,2.8857675,1.0666637,1.1633432,2.1790068,0.5119193,0.016220456
216,simulation6,1.8983486,0.37984815,3.0804517,1.1404293,1.2450304,2.1597958,0.5117573,0.016220456
217,simulation6,1.7772443,0.26016378,2.9187722,0.9810838,1.1901102,2.1661787,0.52206415,0.016220456
218,simulation6,1.7267448,0.2907789,2.7842724,0.9952596,1.1257243,2.1861343,0.5152479,0.016220456
219,simulation6,1.7872231,0.32127485,2.8862178,1.0458046,1.166275,2.1769273,0.5140817,0.016220456
220,simulation6,1.8128791,0.22322331,3.0310361,0.955365,1.246249,2.1484337,0.5291353,0.016220456
221,simulation6,1.8618648,0.2945198,3.0763814,1.0426406,1.2560382,2.1508713,0.52167416,0.016220456
222,simulation6,1.80363,0.17985377,3.0525656,0.90875024,1.2630743,2.140965,0.5349292,0.016220456
223,simulation6,1.9696652,0.37230137,3.2516322,1.1547971,1.3241643,2.1386313,0.51648587,0.016220456
224,simulation6,1.7977489,0.30010623,2.9279008,1.0278935,1.1881249,2.1694856,0.5175539,0.016220456
225,simulation6,1.7769978,0.33696312,2.8504071,1.0582724,1.1479399,2.1830618,0.5113957,0.016220456
226,simulation6,1.9477209,0.24110673,3.3274062,1.0149899,1.3790587,2.1151888,0.53376526,0.016220456
227,simulation6,1.8617108,0.30117878,3.0698872,1.0493176,1.2520854,2.1523888,0.5207381,0.016220456
228,simulation6,1.8799579,0.35993677,3.0571902,1.1144758,1.2374858,2.1603985,0.5135476,0.016220456
229,simulation6,1.8888289,0.39178652,3.048082,1.1495392,1.2285897,2.1649969,0.5096304,0.016220456
230,simulation6,1.8653102,0.33822,3.044043,1.087885,1.2347974,2.1595893,0.5157862,0.016220456
231,simulation6,1.8693933,0.33681375,3.0545287,1.0877502,1.2397556,2.1581714,0.5161921,0.016220456
232,simulation6,1.9260156,0.23055723,3.2860293,0.99777365,1.3616117,2.118865,0.5341128,0.016220456
233,simulation6,1.7690643,0.21166106,2.9465983,0.92963195,1.2104242,2.1573522,0.5285773,0.016220456
234,simulation6,1.9010829,0.23160751,3.2261636,0.9912535,1.3339424,2.1260386,0.53263026,0.016220456
235,simulation6,1.8255465,0.22909918,3.0541384,0.9652826,1.2558068,2.1462998,0.5289656,0.016220456
236,simulation6,1.9383388,0.30135542,3.2465618,1.0731997,1.3326617,2.1313777,0.52472854,0.016220456
237,simulation6,1.9234743,0.3228607,3.1912758,1.0904547,1.304075,2.1402955,0.5209449,0.016220456
238,simulation6,1.8548176,0.3238964,3.033504,1.0700938,1.2321806,2.1592808,0.5172234,0.016220456
239,simulation6,2.0509877,0.33862376,3.4794724,1.1447263,1.4343791,2.1084015,0.52542746,0.016220456
240,simulation6,1.9155113,0.27193487,3.2213511,1.0364312,1.3255951,2.1310894,0.5276635,0.016220456
241,simulation6,1.9377398,0.45327765,3.1020114,1.227355,1.2437823,2.1652708,0.50375044,0.016220456
242,simulation6,1.9933867,0.25261128,3.42605,1.0402477,1.4228944,2.104992,0.53456324,0.016220456
243,simulation6,1.9649293,0.29230174,3.3182397,1.0720607,1.3669915,2.1219552,0.5273999,0.016220456
244,simulation6,2.0675738,0.33106998,3.5279064,1.1418364,1.4580483,2.1020038,0.5273622,0.016220456
245,simulation6,1.9471996,0.36507142,3.2061946,1.1405824,1.3044784,2.1431932,0.51632035,0.016220456
246,simulation6,1.8641528,0.3385196,3.0411658,1.0878228,1.2334503,2.1599693,0.51568466,0.016220456
247,simulation6,1.9748355,0.33268407,3.302199,1.1160691,1.3534164,2.128314,0.5222617,0.016220456
248,simulation6,1.9002924,0.34508014,3.1170244,1.1057976,1.2668666,2.1515877,0.51665187,0.016220456
249,simulation6,1.8450134,0.21547362,3.1112068,0.9576726,1.2838259,2.1379273,0.53194,0.016220456
250,simulation6,2.027442,0.36811283,3.3927362,1.1678914,1.3896903,2.121688,0.52007407,0.016220456
251,simulation6,1.9819051,0.30494806,3.346272,1.089998,1.3779655,2.120086,0.5265173,0.016220456
252,simulation6,2.0536454,0.37090787,3.4532204,1.1784786,1.4172232,2.1150064,0.5210533,0.016220456
253,simulation6,1.9495335,0.36357942,3.2130349,1.139782,1.3078307,2.14222,0.516648,0.016220456
254,simulation6,1.8965561,0.3066345,3.144415,1.0657078,1.2851534,2.1440704,0.5217992,0.016220456
255,simulation6,2.0163357,0.3378114,3.396235,1.1336983,1.3959677,2.1179237,0.5237205,0.016220456
